"Decay Calculations for Ra-220 for 0.0000865450794157  minutes",,
Nuclide,Activity,Integrated Activity (days)
Ra-220  ,0.8174,0.004702
Rn-216  ,0.8194,0.004649
Po-212  ,0.8195,0.004649
